ckpt_path: ./log/train/model.ckpt-1011
Tensor("shigenet2/branch_crop/pw-conv3/Relu:0", shape=(?, 1, 1, 10), dtype=float32)
1081 1.0 [b'001145.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1082 1.0 [b'001146.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1083 1.0 [b'001147.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1084 1.0 [b'001148.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1085 1.0 [b'001149.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1086 1.0 [b'001150.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1087 1.0 [b'001151.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1088 1.0 [b'001152.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1089 1.0 [b'001153.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1090 1.0 [b'001154.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1091 1.0 [b'001155.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1092 1.0 [b'001156.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1093 1.0 [b'001157.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1094 1.0 [b'001158.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1095 1.0 [b'001159.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1096 1.0 [b'001160.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1097 1.0 [b'001161.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1098 0.0 [b'001162.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l kawakami_bench
1099 1.0 [b'001163.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1100 1.0 [b'001164.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1101 0.0 [b'001165.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l kawakami_bench
1102 1.0 [b'001166.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1103 1.0 [b'001167.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1104 1.0 [b'001168.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1105 1.0 [b'001169.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1106 1.0 [b'001170.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1107 1.0 [b'001171.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1108 1.0 [b'001172.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1109 1.0 [b'001173.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1110 1.0 [b'001174.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1111 1.0 [b'001175.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1112 1.0 [b'001176.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1113 0.0 [b'001177.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l kawakami_bench
1114 1.0 [b'001178.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1115 1.0 [b'001179.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1116 1.0 [b'001180.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1117 1.0 [b'001181.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1118 1.0 [b'001182.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1119 1.0 [b'001183.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1120 1.0 [b'001184.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1121 1.0 [b'001185.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1122 1.0 [b'001186.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1123 1.0 [b'001187.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1124 1.0 [b'001188.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1125 1.0 [b'001189.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1126 1.0 [b'001190.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1127 1.0 [b'001191.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1128 1.0 [b'001192.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1129 1.0 [b'001193.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1130 0.0 [b'001194.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l kawakami_bench
1131 0.0 [b'001195.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l kawakami_bench
1132 1.0 [b'001196.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1133 1.0 [b'001197.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1134 1.0 [b'001198.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1135 1.0 [b'001199.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1136 1.0 [b'001200.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1137 1.0 [b'001201.jpg'] [b'seesaa(sun)1-2_resized'] engi1_l engi1_l
1138 1.0 [b'001202.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1139 0.0 [b'001203.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_r
1140 1.0 [b'001204.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1141 1.0 [b'001205.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1142 1.0 [b'001206.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1143 1.0 [b'001207.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1144 1.0 [b'001208.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1145 0.0 [b'001209.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_r
1146 1.0 [b'001210.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1147 1.0 [b'001211.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1148 0.0 [b'001212.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_r
1149 1.0 [b'001213.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1150 1.0 [b'001214.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1151 1.0 [b'001215.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1152 1.0 [b'001216.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1153 1.0 [b'001217.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1154 1.0 [b'001218.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1155 1.0 [b'001219.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1156 1.0 [b'001220.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1157 0.0 [b'001221.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_r
1158 1.0 [b'001222.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1159 1.0 [b'001223.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1160 1.0 [b'001224.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1161 1.0 [b'001225.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1162 1.0 [b'001226.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1163 1.0 [b'001227.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1164 1.0 [b'001228.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1165 1.0 [b'001229.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1166 1.0 [b'001230.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1167 1.0 [b'001231.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1168 1.0 [b'001232.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1169 1.0 [b'001233.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1170 1.0 [b'001234.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1171 1.0 [b'001235.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1172 1.0 [b'001236.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1173 1.0 [b'001237.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1174 1.0 [b'001238.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1175 1.0 [b'001239.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1176 1.0 [b'001240.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1177 1.0 [b'001241.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1178 1.0 [b'001242.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1179 1.0 [b'001243.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1180 1.0 [b'001244.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1181 1.0 [b'001245.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1182 1.0 [b'001246.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1183 1.0 [b'001247.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1184 1.0 [b'001248.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1185 1.0 [b'001249.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1186 1.0 [b'001250.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1187 1.0 [b'001251.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1188 1.0 [b'001252.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1189 1.0 [b'001253.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1190 1.0 [b'001254.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1191 1.0 [b'001255.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1192 1.0 [b'001256.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1193 1.0 [b'001257.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1194 1.0 [b'001258.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1195 1.0 [b'001259.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1196 1.0 [b'001260.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1197 1.0 [b'001261.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1198 1.0 [b'001262.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1199 1.0 [b'001263.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1200 1.0 [b'001264.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1201 1.0 [b'001265.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1202 1.0 [b'001266.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1203 1.0 [b'001267.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1204 1.0 [b'001268.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1205 1.0 [b'001269.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1206 1.0 [b'001270.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1207 1.0 [b'001271.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1208 1.0 [b'001272.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1209 1.0 [b'001273.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1210 1.0 [b'001274.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1211 1.0 [b'001275.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1212 1.0 [b'001276.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1213 1.0 [b'001277.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1214 1.0 [b'001278.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1215 1.0 [b'001279.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1216 1.0 [b'001280.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1217 1.0 [b'001281.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1218 1.0 [b'001282.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1219 1.0 [b'001283.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1220 1.0 [b'001284.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1221 1.0 [b'001285.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1222 1.0 [b'001286.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1223 1.0 [b'001287.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1224 1.0 [b'001288.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1225 1.0 [b'001289.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1226 1.0 [b'001290.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1227 1.0 [b'001291.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1228 1.0 [b'001292.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1229 1.0 [b'001293.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1230 1.0 [b'001294.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1231 1.0 [b'001295.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1232 1.0 [b'001296.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1233 1.0 [b'001297.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1234 1.0 [b'001298.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1235 1.0 [b'001299.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1236 1.0 [b'001300.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1237 1.0 [b'001301.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1238 1.0 [b'001302.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1239 1.0 [b'001303.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1240 1.0 [b'001304.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1241 1.0 [b'001305.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1242 1.0 [b'001306.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1243 1.0 [b'001307.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1244 1.0 [b'001308.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1245 1.0 [b'001309.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1246 1.0 [b'001310.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1247 1.0 [b'001311.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1248 1.0 [b'001312.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1249 1.0 [b'001313.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1250 1.0 [b'001314.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1251 1.0 [b'001315.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1252 1.0 [b'001316.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1253 1.0 [b'001317.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1254 1.0 [b'001318.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1255 1.0 [b'001319.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1256 1.0 [b'001320.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1257 0.0 [b'001321.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l kawakami_kitsuenjo
1258 1.0 [b'001322.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1259 1.0 [b'001323.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1260 1.0 [b'001324.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1261 1.0 [b'001325.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1262 1.0 [b'001326.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1263 1.0 [b'001327.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1264 1.0 [b'001328.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1265 1.0 [b'001329.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1266 1.0 [b'001330.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1267 0.0 [b'001331.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l kawakami_kitsuenjo
1268 1.0 [b'001332.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1269 1.0 [b'001333.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1270 1.0 [b'001334.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1271 1.0 [b'001335.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1272 1.0 [b'001336.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1273 1.0 [b'001337.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1274 1.0 [b'001338.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1275 0.0 [b'001339.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_r
1276 1.0 [b'001340.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1277 1.0 [b'001341.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1278 1.0 [b'001342.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1279 1.0 [b'001343.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1280 1.0 [b'001344.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1281 0.0 [b'001345.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_r
1282 0.0 [b'001346.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_r
1283 1.0 [b'001347.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1284 1.0 [b'001348.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1285 1.0 [b'001349.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1286 1.0 [b'001350.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1287 1.0 [b'001351.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1288 1.0 [b'001352.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1289 1.0 [b'001353.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1290 0.0 [b'001354.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_r
1291 1.0 [b'001355.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1292 1.0 [b'001356.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1293 0.0 [b'001357.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_r
1294 1.0 [b'001358.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1295 1.0 [b'001359.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1296 1.0 [b'001360.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1297 1.0 [b'001361.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1298 1.0 [b'001362.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1299 1.0 [b'001363.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1300 0.0 [b'001364.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_r
1301 0.0 [b'001365.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_r
1302 1.0 [b'001366.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1303 1.0 [b'001367.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1304 1.0 [b'001368.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1305 0.0 [b'001369.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l kawakami_bench
1306 1.0 [b'001370.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1307 1.0 [b'001371.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1308 1.0 [b'001372.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1309 1.0 [b'001373.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1310 1.0 [b'001374.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1311 1.0 [b'001375.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1312 0.0 [b'001376.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_r
1313 0.0 [b'001377.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_r
1314 1.0 [b'001378.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1315 1.0 [b'001379.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1316 1.0 [b'001380.jpg'] [b'seesaa(sun)1-3_resized'] engi1_l engi1_l
1317 1.0 [b'001381.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1318 1.0 [b'001382.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1319 1.0 [b'001383.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1320 0.0 [b'001384.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_r
1321 1.0 [b'001385.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1322 1.0 [b'001386.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1323 0.0 [b'001387.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_r
1324 1.0 [b'001388.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1325 1.0 [b'001389.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1326 1.0 [b'001390.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1327 1.0 [b'001391.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1328 1.0 [b'001392.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1329 1.0 [b'001393.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1330 1.0 [b'001394.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1331 1.0 [b'001395.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1332 0.0 [b'001396.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_r
1333 0.0 [b'001397.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_r
1334 1.0 [b'001398.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1335 1.0 [b'001399.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1336 1.0 [b'001400.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1337 1.0 [b'001401.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1338 1.0 [b'001402.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1339 1.0 [b'001403.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1340 1.0 [b'001404.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1341 1.0 [b'001405.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1342 1.0 [b'001406.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1343 1.0 [b'001407.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1344 0.0 [b'001408.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_r
1345 1.0 [b'001409.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1346 1.0 [b'001410.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1347 0.0 [b'001411.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_r
1348 1.0 [b'001412.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1349 1.0 [b'001413.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1350 1.0 [b'001414.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1351 1.0 [b'001415.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1352 1.0 [b'001416.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1353 1.0 [b'001417.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1354 1.0 [b'001418.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1355 1.0 [b'001419.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1356 1.0 [b'001420.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1357 1.0 [b'001421.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1358 1.0 [b'001422.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1359 1.0 [b'001423.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1360 1.0 [b'001424.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1361 1.0 [b'001425.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1362 1.0 [b'001426.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1363 1.0 [b'001427.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1364 1.0 [b'001428.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1365 1.0 [b'001429.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1366 1.0 [b'001430.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1367 1.0 [b'001431.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1368 1.0 [b'001432.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
1369 1.0 [b'001433.jpg'] [b'seesaa(sun)1-1_resized'] engi1_l engi1_l
